Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,15,1385
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,15,1385
Pontiac,Sunbird,1992,regular unleaded,111,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210
Pontiac,Sunbird,1992,regular unleaded,140,6,MANUAL,front wheel drive,2,N/A,Compact,Coupe,26,17,210
Pontiac,Sunbird,1993,regular unleaded,110,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,32,22,210
Pontiac,Sunbird,1993,regular unleaded,140,6,MANUAL,front wheel drive,2,N/A,Compact,Coupe,26,17,210
Plymouth,Sundance,1992,regular unleaded,93,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,23,535
Plymouth,Sundance,1992,regular unleaded,93,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,23,535
Pontiac,Sunfire,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,210
Pontiac,Sunfire,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,210
Toyota,Supra,1997,regular unleaded,320,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,15,2031
Toyota,Supra,1997,regular unleaded,220,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2031
Subaru,SVX,1997,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Performance,Compact,Coupe,22,15,640
Subaru,SVX,1997,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Performance,Compact,Coupe,22,15,640
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,29,23,481
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,30,23,481
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,30,23,481
Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,30,22,481
Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,30,23,481
Suzuki,SX4,2012,regular unleaded,150,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,481
Suzuki,SX4,2013,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,29,23,481
Suzuki,SX4,2013,regular unleaded,150,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,481
Toyota,T100,1997,regular unleaded,150,4,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,22,17,2031
Toyota,T100,1997,regular unleaded,190,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,15,2031
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,2031
Toyota,Tacoma,2015,regular unleaded,159,4,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,20,18,2031
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,2031
Toyota,Tacoma,2015,regular unleaded,236,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,19,15,2031
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031
Toyota,Tacoma,2017,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,20,17,2031
Toyota,Tacoma,2017,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,17,2031
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,22,19,2031
Chevrolet,Tahoe Hybrid,2012,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Hybrid,Large,4dr SUV,23,20,1385
Chevrolet,Tahoe Hybrid,2012,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Hybrid,Large,4dr SUV,23,20,1385
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,1385
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,17,5657
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,15,5657
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,26,18,5657
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,29,19,5657
Ford,Taurus,2017,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,24,16,5657
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657
Scion,tC,2014,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105
Scion,tC,2014,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105
Scion,tC,2016,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105
Ford,Tempo,1992,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657
Ford,Tempo,1994,regular unleaded,96,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,21,5657
Ford,Tempo,1994,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,21,549
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,549
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155
Ford,Thunderbird,2003,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657
Ford,Thunderbird,2003,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657
Hyundai,Tiburon,2006,regular unleaded,138,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,21,1439
Hyundai,Tiburon,2006,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439
Hyundai,Tiburon,2007,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,23,20,1439
Hyundai,Tiburon,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,27,20,1439
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873
Volkswagen,Tiguan,2016,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873
Volkswagen,Tiguan,2016,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,20,873
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,24,20,873
Nissan,Titan,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,12,2009
Nissan,Titan,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,12,2009
Nissan,Titan,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,12,2009
Nissan,Titan,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2009
Nissan,Titan,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2009
Nissan,Titan,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2009
Acura,TL,2012,premium unleaded (required),305,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,18,204
Acura,TL,2012,premium unleaded (required),305,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,18,204
Acura,TL,2013,premium unleaded (recommended),305,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,18,204
Acura,TL,2013,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,29,20,204
Acura,TL,2014,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,204
Acura,TLX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,21,204
Acura,TLX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,34,21,204
Acura,TLX,2016,premium unleaded (recommended),206,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,204
Acura,TLX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,34,21,204
Acura,TLX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,34,21,204
Pontiac,Torrent,2008,regular unleaded,264,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Performance",Compact,4dr SUV,24,16,210
Pontiac,Torrent,2008,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,17,210
Volkswagen,Touareg 2,2008,diesel,310,10,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,20,15,873
Volkswagen,Touareg 2,2009,diesel,221,6,AUTOMATIC,all wheel drive,4,"Crossover,Diesel",Midsize,4dr SUV,25,17,873
Volkswagen,Touareg,2015,premium unleaded (recommended),380,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,24,20,873
Volkswagen,Touareg,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Diesel",Midsize,4dr SUV,29,20,873
Volkswagen,Touareg,2017,premium unleaded (recommended),280,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,23,17,873
Volkswagen,Touareg,2017,premium unleaded (recommended),280,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,23,17,873
Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1013
Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1013
Lincoln,Town Car,2009,flex-fuel (unleaded/E85),239,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,Sedan,24,16,61
Lincoln,Town Car,2010,flex-fuel (unleaded/E85),239,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,Sedan,24,16,61
Chevrolet,Tracker,2002,regular unleaded,155,6,AUTOMATIC,four wheel drive,4,N/A,Compact,4dr SUV,19,16,1385
Chevrolet,Tracker,2002,regular unleaded,127,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,23,20,1385
Chevrolet,Tracker,2003,regular unleaded,127,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,1385
Chevrolet,Tracker,2003,regular unleaded,165,6,AUTOMATIC,four wheel drive,4,N/A,Compact,4dr SUV,19,16,1385
Chevrolet,TrailBlazer EXT,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,1385
Chevrolet,TrailBlazer EXT,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,1385
Chevrolet,TrailBlazer,2007,regular unleaded,291,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,1385
Chevrolet,TrailBlazer,2007,premium unleaded (required),395,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Performance",Midsize,4dr SUV,17,13,1385
Chevrolet,TrailBlazer,2008,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,1385
Chevrolet,TrailBlazer,2008,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,1385
Chevrolet,TrailBlazer,2008,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,1385
Chevrolet,TrailBlazer,2008,regular unleaded,285,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,1385
Pontiac,Trans Sport,1996,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,N/A,Compact,Passenger Minivan,24,17,210
Pontiac,Trans Sport,1997,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,N/A,Midsize,Passenger Minivan,23,16,210
Ford,Transit Connect,2015,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,29,21,5657
Ford,Transit Connect,2015,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,20,5657
Ford,Transit Connect,2015,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,20,5657
Ford,Transit Connect,2015,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,29,21,5657
Ford,Transit Connect,2016,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,20,5657
Ford,Transit Connect,2016,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,29,21,5657
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,27,20,5657
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,27,19,5657
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,27,19,5657
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,27,20,5657
Ford,Transit Wagon,2015,premium unleaded (recommended),310,6,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,19,14,5657
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3,"Flex Fuel,Diesel",Large,Passenger Van,19,14,5657
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,19,14,5657
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,19,14,5657
Ford,Transit Wagon,2016,premium unleaded (recommended),310,6,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657
Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657
Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657
Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657
Chevrolet,Traverse,2015,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,1385
Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385
Chevrolet,Traverse,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385
Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385
Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385
Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,26,1385
Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,24,1385
Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,26,1385
Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,24,1385
Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,4dr SUV,27,29,586
Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,4dr SUV,27,29,586
Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,20,586
Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,20,586
Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,21,586
Mazda,Tribute,2010,flex-fuel (unleaded/E85),240,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,25,19,586
Mazda,Tribute,2011,regular unleaded,171,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,28,23,586
Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,586
Mazda,Truck,2003,regular unleaded,207,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,17,14,586
Mazda,Truck,2003,regular unleaded,147,6,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,21,17,586
Nissan,Truck,1995,regular unleaded,134,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,24,19,2009
Nissan,Truck,1995,regular unleaded,134,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,24,19,2009
Nissan,Truck,1996,regular unleaded,134,4,MANUAL,four wheel drive,2,N/A,Compact,Regular Cab Pickup,18,15,2009
Nissan,Truck,1996,regular unleaded,134,4,MANUAL,four wheel drive,2,N/A,Compact,Extended Cab Pickup,18,15,2009
Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,23,19,2009
Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Wagon,30,22,204
Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,204
Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,204
Acura,TSX,2014,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,28,19,204
Acura,TSX,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,204
Audi,TT,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,23,3105
Audi,TTS,2015,premium unleaded (required),265,4,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Compact,Convertible,31,22,3105
Hyundai,Tucson,2015,regular unleaded,164,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,25,21,1439
Hyundai,Tucson,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,25,20,1439
Hyundai,Tucson,2016,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,23,1439
Hyundai,Tucson,2017,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,30,23,1439
Toyota,Tundra,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,2,N/A,Large,Regular Cab Pickup,18,13,2031
Toyota,Tundra,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,18,13,2031
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,17,13,2031
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,17,13,2031
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,13,2031
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,17,13,2031
Toyota,Tundra,2015,regular unleaded,310,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,19,15,2031
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,13,2031
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2031
Toyota,Tundra,2016,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,18,14,2031
Toyota,Tundra,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,17,13,2031
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,2031
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,2031
